code,mark,id
orgo,41,2205
bio,55,112
ceramics,62,355
softdev,25,3094
ai,14,2654
softdev,26,1681
european cinema,95,1998
ai,91,2406
greatbooks,27,2441
ethics,78,1982
systems,18,579
european cinema,60,855
geometry,50,2029
ethics,44,1165
geometry,87,2343
european cinema,76,2631
orgo,39,2474
greatbooks,90,2982
geometry,7,1410
bio,32,754
softdev,5,72
softdev,64,2050
ceramics,12,3214
softdev,2,1045
ceramics,100,301
ceramics,94,297
softdev,16,2546
softdev,6,2265
softdev,24,27
bio,100,529
systems,42,590
ai,38,2325
bio,31,1062
geometry,59,1909
orgo,75,1471
european cinema,53,1758
systems,51,2107
ai,30,1395
ceramics,5,2463
geometry,57,260
geometry,61,1037
softdev,98,120
softdev,22,3049
ethics,4,2382
systems,71,2302
softdev,2,1982
ethics,71,1586
softdev,29,2491
ai,44,1555
geometry,83,2675
geometry,23,143
orgo,0,134
ai,26,730
geometry,36,1423
ai,83,1386
orgo,74,407
greatbooks,63,562
ai,6,2935
orgo,65,105
softdev,48,3119
european cinema,21,2224
geometry,45,670
greatbooks,43,277
systems,28,1814
systems,33,2377
greatbooks,68,2846
european cinema,89,264
orgo,25,175
greatbooks,82,2369
geometry,48,2901
ethics,75,2396
ai,33,2956
orgo,56,3182
ceramics,10,2228
greatbooks,22,3292
bio,2,603
bio,16,2764
european cinema,47,2240
greatbooks,36,907
softdev,69,2026
greatbooks,51,2702
european cinema,18,1482
softdev,53,2581
ai,23,1546
european cinema,92,3094
systems,98,2368
greatbooks,39,1793
ai,48,1070
ethics,22,1158
systems,79,848
greatbooks,73,1399
systems,51,1011
orgo,39,1586
ceramics,40,1804
orgo,11,861
european cinema,52,2612
ethics,27,609
ceramics,68,1951
ceramics,65,1315
geometry,88,2112
european cinema,27,3148
greatbooks,37,3262
european cinema,83,2425
softdev,88,1716
softdev,60,3197
softdev,64,299
ceramics,97,1040
ai,32,2157
european cinema,26,3103
ai,91,2108
bio,80,1725
ethics,95,2933
ai,56,2345
bio,83,1129
systems,58,491
ethics,30,3170
european cinema,41,2503
european cinema,75,1086
european cinema,15,3168
geometry,96,2737
orgo,44,2612
ai,4,320
ai,31,2448
european cinema,58,880
softdev,38,337
geometry,94,144
ethics,99,156
european cinema,60,1110
orgo,9,3211
greatbooks,45,2303
ethics,44,603
ai,44,1443
ceramics,0,1731
ceramics,73,2751
ai,94,2014
ai,51,1102
orgo,47,993
greatbooks,93,2688
ethics,3,643
geometry,68,3010
softdev,74,2445
orgo,23,3183
ceramics,92,2388
geometry,24,470
greatbooks,56,343
ceramics,83,1841
geometry,24,1434
bio,18,1080
systems,62,1565
bio,83,820
ethics,52,1734
geometry,65,1428
geometry,40,732
ethics,54,1770
systems,5,2370
softdev,68,998
geometry,42,806
ceramics,55,618
european cinema,68,1365
greatbooks,99,1514
ceramics,83,661
orgo,16,2278
systems,12,320
european cinema,63,2571
geometry,76,1315
ai,29,642
bio,55,3066
european cinema,87,2041
european cinema,82,904
orgo,25,1656
ethics,75,2230
european cinema,87,832
ceramics,5,623
bio,11,4
ai,18,93
orgo,20,1459
bio,5,19
geometry,3,839
ethics,10,2349
ai,93,3275
geometry,5,1794
systems,56,2850
ethics,11,2555
greatbooks,53,3281
orgo,27,1261
ethics,14,1572
bio,65,978
geometry,88,365
ai,8,1674
ai,18,1411
softdev,61,1718
softdev,97,1252
orgo,38,2507
ai,58,1019
european cinema,38,656
ai,41,406
ai,15,1951
ceramics,37,294
geometry,44,794
bio,93,2723
orgo,66,3003
geometry,45,2812
geometry,33,2798
greatbooks,97,2692
geometry,67,2459
ethics,91,1437
softdev,72,1065
geometry,48,1421
greatbooks,83,2405
ceramics,69,2560
orgo,18,2915
ai,100,2437
systems,87,510
bio,66,69
ai,17,360
bio,93,2028
orgo,26,1918
ceramics,35,2352
bio,50,1034
ai,18,58
ai,79,371
softdev,95,932
softdev,62,73
geometry,57,2051
systems,40,3049
ethics,31,619
ceramics,100,2577
european cinema,10,1913
bio,40,108
ceramics,5,2
ceramics,55,3012
european cinema,34,2062
systems,33,1621
bio,32,562
softdev,50,717
softdev,99,57
european cinema,6,276
systems,28,235
ethics,75,1183
ethics,81,1205
orgo,3,3179
ceramics,71,1003
geometry,39,464
orgo,5,3000
softdev,66,1358
systems,18,2240
ethics,67,395
geometry,94,123
ai,95,359
european cinema,48,882
greatbooks,95,2592
systems,34,697
softdev,42,941
orgo,98,1818
geometry,36,209
ceramics,16,2845
geometry,84,352
european cinema,96,1502
systems,93,113
orgo,24,46
systems,82,442
softdev,43,945
geometry,81,122
greatbooks,43,3193
geometry,88,3081
european cinema,100,2828
systems,19,1545
ai,16,412
systems,48,1699
european cinema,16,1453
ethics,81,10
systems,20,1161
greatbooks,94,220
systems,39,926
orgo,96,1845
ceramics,46,3109
ceramics,19,351
bio,29,877
geometry,93,2876
greatbooks,60,2205
ethics,84,2018
orgo,82,2965
orgo,43,1971
geometry,1,2969
orgo,22,388
geometry,22,3119
ai,0,3204
ceramics,85,758
bio,59,3291
ceramics,40,544
orgo,38,3209
geometry,1,1442
european cinema,60,1546
ceramics,43,1622
orgo,48,203
ai,40,2507
bio,61,524
orgo,33,2515
softdev,11,2841
ethics,75,1605
ethics,50,2723
european cinema,63,171
bio,43,2335
european cinema,60,2974
ai,39,2354
ethics,23,3102
geometry,91,3230
ceramics,51,2608
softdev,2,1085
ai,67,609
geometry,88,3098
systems,3,1790
geometry,6,2315
bio,27,66
geometry,77,1996
european cinema,79,1850
geometry,62,1937
european cinema,70,1001
softdev,85,216
ethics,39,1104
orgo,28,1228
greatbooks,98,1674
ethics,27,780
european cinema,54,3037
orgo,2,2914
ethics,90,1469
ethics,93,2692
greatbooks,87,374
ethics,44,478
bio,51,2768
systems,8,1914
european cinema,10,2206
european cinema,58,2009
geometry,53,2592
ceramics,83,2403
softdev,94,31
ethics,98,1025
greatbooks,96,2120
orgo,2,3029
geometry,90,932
european cinema,29,2635
bio,38,2821
geometry,47,2160
ethics,39,1758
softdev,90,2965
bio,43,2772
european cinema,22,1970
orgo,1,2092
softdev,40,105
european cinema,0,3100
ai,24,2817
ethics,41,1700
geometry,32,191
systems,75,1720
ai,78,713
greatbooks,12,2590
geometry,56,1430
european cinema,14,96
ethics,30,1958
bio,80,3197
european cinema,78,1680
geometry,74,3136
orgo,40,2170
systems,38,889
softdev,24,2315
softdev,80,1203
ai,8,1288
orgo,3,1226
geometry,39,426
systems,49,1220
ceramics,25,3078
orgo,87,3017
orgo,67,1225
ceramics,49,633
ai,26,3087
ai,60,1174
ceramics,100,1605
ceramics,1,1527
ai,31,1366
geometry,4,1257
ai,87,2951
softdev,88,2878
softdev,20,2873
geometry,21,752
bio,32,326
european cinema,76,1651
greatbooks,90,821
orgo,45,1835
softdev,96,1255
ai,27,1482
ethics,92,1239
systems,41,2732
bio,92,84
softdev,49,1115
ceramics,1,223
geometry,79,761
geometry,34,2722
ceramics,68,926
softdev,3,1124
ai,20,3041
ai,45,1539
orgo,83,1425
ceramics,90,1953
softdev,92,466
ai,18,2690
bio,81,2890
systems,92,725
softdev,43,2297
european cinema,43,1200
ai,63,3189
greatbooks,73,375
ethics,76,1096
bio,55,2039
greatbooks,37,1744
bio,59,3203
systems,60,1873
european cinema,63,2050
softdev,40,744
ai,5,2375
ai,24,809
greatbooks,36,359
ethics,66,936
ai,40,2822
ai,30,1520
ai,29,472
ceramics,47,1111
geometry,78,1328
geometry,18,2014
systems,17,2163
softdev,76,912
ethics,17,3179
ai,50,1433
systems,96,3148
bio,2,1874
systems,53,802
bio,23,2988
ai,62,603
ai,22,2186
geometry,55,2596
softdev,27,1600
european cinema,3,2446
softdev,82,1277
geometry,62,1834
orgo,78,1130
ai,94,25
orgo,86,452
bio,37,231
bio,50,3226
geometry,63,383
orgo,61,158
systems,20,607
european cinema,28,2751
systems,49,2514
ceramics,15,898
systems,24,2226
bio,58,20
ethics,49,867
european cinema,42,1738
ceramics,14,1728
geometry,13,72
ethics,3,2908
orgo,86,2775
softdev,66,2700
ethics,82,382
systems,37,3094
ceramics,57,1295
softdev,16,922
ethics,34,2966
ethics,13,1895
softdev,97,509
geometry,14,2223
orgo,41,2233
ai,78,1331
geometry,60,855
softdev,66,1243
softdev,18,408
greatbooks,37,2706
ethics,25,560
ethics,72,2342
ethics,37,276
ai,32,3237
greatbooks,88,910
systems,86,1871
softdev,92,542
geometry,70,1860
geometry,61,1083
geometry,56,2000
ai,67,2986
systems,37,2267
ai,17,2511
ai,2,671
geometry,82,469
orgo,50,2042
bio,66,1831
ethics,21,2849
orgo,33,1438
european cinema,16,635
ethics,43,2257
bio,44,1365
geometry,60,2445
greatbooks,27,1017
softdev,0,1880
greatbooks,52,736
bio,39,2619
systems,32,345
bio,45,2660
bio,2,1978
systems,27,785
european cinema,40,3083
geometry,100,1209
ai,2,614
softdev,44,2922
softdev,44,730
softdev,47,3203
ceramics,5,2772
geometry,21,3044
european cinema,38,2323
european cinema,13,1299
bio,6,1954
european cinema,45,1385
ethics,29,2509
ceramics,24,197
ceramics,53,3136
ai,71,1418
ethics,70,1643
geometry,34,2136
softdev,15,157
softdev,64,2290
european cinema,50,728
softdev,70,765
greatbooks,87,1136
european cinema,60,1945
greatbooks,83,1217
geometry,67,638
ai,16,1036
geometry,29,929
bio,8,1693
softdev,16,1310
ceramics,24,2747
orgo,31,939
softdev,57,3193
orgo,45,356
european cinema,66,2560
ethics,75,1238
bio,31,3158
softdev,93,253
geometry,100,2390
systems,86,934
european cinema,47,1154
ai,27,156
ceramics,11,612
european cinema,15,778
european cinema,45,1434
ethics,47,645
european cinema,53,451
systems,36,2771
ceramics,37,888
softdev,19,3244
greatbooks,77,2014
european cinema,18,49
orgo,91,2347
geometry,50,1234
systems,31,1831
european cinema,47,2068
european cinema,24,2115
bio,56,1884
orgo,100,1166
european cinema,21,407
orgo,47,149
european cinema,91,2944
bio,5,2360
ai,2,3045
ai,17,2964
ceramics,71,2618
ethics,66,162
ai,40,1673
orgo,66,956
orgo,90,2600
bio,85,444
ceramics,98,2325
european cinema,92,846
greatbooks,15,537
european cinema,95,2047
systems,34,415
bio,75,636
systems,75,1379
ethics,47,1027
ai,5,2093
ethics,49,2209
systems,94,1278
geometry,32,2708
softdev,31,453
ceramics,1,960
greatbooks,78,1734
greatbooks,48,77
ceramics,34,546
greatbooks,60,1966
greatbooks,91,1263
softdev,76,1571
greatbooks,22,1638
ai,59,1375
european cinema,95,1947
ai,23,2865
european cinema,78,1811
geometry,31,1626
ai,91,1998
european cinema,42,2486
ceramics,4,2590
bio,89,2355
european cinema,90,2845
geometry,86,1780
european cinema,33,2302
european cinema,78,2102
geometry,10,1092
greatbooks,22,1708
bio,68,793
ceramics,63,533
ceramics,0,2236
ceramics,97,2293
softdev,83,1012
ai,38,1370
softdev,49,2344
ethics,10,2097
ceramics,90,3204
softdev,92,1187
ceramics,77,111
geometry,93,305
orgo,31,482
systems,9,2848
ai,80,1274
systems,12,2834
european cinema,29,2689
geometry,79,1995
ceramics,13,311
ethics,19,704
geometry,67,958
ethics,33,1670
greatbooks,62,762
ai,50,2038
greatbooks,41,2027
greatbooks,86,3157
orgo,75,1523
systems,88,609
european cinema,81,317
greatbooks,8,2102
ceramics,90,1225
ethics,40,990
systems,42,635
ceramics,38,2129
ai,44,1791
geometry,21,2875
bio,40,2693
greatbooks,24,2824
geometry,90,1883
ethics,61,1879
european cinema,14,1186
greatbooks,59,1801
softdev,92,1077
orgo,26,68
ceramics,62,634
systems,84,1859
geometry,2,147
systems,34,123
european cinema,63,726
greatbooks,23,487
bio,60,896
orgo,77,1943
systems,43,1569
bio,81,1302
systems,14,2081
ethics,2,2573
geometry,62,1621
greatbooks,63,630
european cinema,26,1730
bio,88,37
softdev,71,431
european cinema,95,2056
greatbooks,64,883
softdev,2,564
systems,89,2607
ai,39,1724
ai,22,1333
european cinema,45,710
orgo,33,1995
european cinema,29,2127
greatbooks,91,1366
ceramics,22,1370
greatbooks,51,937
ceramics,20,357
orgo,48,3095
european cinema,6,851
systems,73,2122
ethics,44,1577
softdev,60,514
systems,24,2608
european cinema,64,2789
systems,63,1538
european cinema,0,83
bio,31,3194
bio,73,135
orgo,4,1013
geometry,80,1774
softdev,81,3013
greatbooks,56,1405
bio,88,2648
european cinema,33,746
geometry,92,195
ai,3,2703
bio,63,2372
orgo,99,1325
ethics,81,1473
ai,55,3217
ceramics,83,2737
bio,56,1580
orgo,41,1623
ai,46,1893
systems,85,2743
systems,100,2619
ceramics,61,163
softdev,66,1371
softdev,45,2029
systems,9,2954
european cinema,0,3142
orgo,26,342
greatbooks,18,621
softdev,44,2283
orgo,52,745
greatbooks,37,1790
systems,57,224
greatbooks,34,3011
bio,68,16
geometry,22,3002
systems,29,314
ethics,4,1942
ethics,29,3011
greatbooks,81,1562
ceramics,74,177
softdev,81,1398
bio,79,2155
greatbooks,43,2383
geometry,94,2378
european cinema,39,1726
geometry,14,2718
ai,6,2957
geometry,33,898
orgo,1,1171
bio,99,2537
softdev,51,3108
ethics,26,265
geometry,38,1934
ethics,63,1859
bio,57,2066
european cinema,14,2044
european cinema,76,3243
ethics,25,620
geometry,83,2489
greatbooks,92,1299
geometry,88,1543
greatbooks,69,839
systems,95,2719
systems,29,1968
european cinema,50,300
systems,38,3098
european cinema,24,1830
orgo,48,3241
ai,0,2576
systems,74,1218
ceramics,62,2433
softdev,8,435
european cinema,8,1617
softdev,41,1723
bio,90,1506
orgo,41,724
greatbooks,45,2606
bio,54,890
european cinema,43,669
european cinema,76,2841
bio,16,1566
orgo,27,1219
orgo,82,2409
systems,45,743
ceramics,39,2269
european cinema,80,1862
ceramics,3,40
greatbooks,52,2487
softdev,28,1707
ai,87,1007
softdev,94,1002
ceramics,16,2660
systems,83,2802
bio,62,854
orgo,58,2466
bio,42,2656
softdev,58,1352
ceramics,44,2672
geometry,5,1332
european cinema,61,691
softdev,90,2351
ethics,93,1676
greatbooks,78,2348
geometry,49,917
greatbooks,13,1776
softdev,69,2224
ethics,70,1182
greatbooks,86,2859
ceramics,5,1786
ethics,22,2875
european cinema,2,136
systems,96,1691
softdev,25,2475
ai,90,2484
orgo,97,2874
ai,39,1161
ethics,10,1109
greatbooks,13,1821
geometry,10,2295
systems,88,2935
geometry,15,1341
geometry,15,536
orgo,86,613
softdev,91,439
ai,23,1569
orgo,45,1858
european cinema,5,1430
bio,16,3177
ethics,4,2816
systems,54,301
ceramics,33,224
european cinema,91,3147
systems,35,2670
systems,77,3005
orgo,56,1165
greatbooks,14,457
orgo,99,87
ai,68,2699
greatbooks,6,2910
ethics,10,3047
geometry,55,2962
ceramics,89,1378
greatbooks,89,2364
bio,73,1263
greatbooks,42,1535
european cinema,6,1404
ai,100,2313
softdev,100,605
orgo,5,211
geometry,83,2250
softdev,42,3236
european cinema,35,2150
greatbooks,18,2090
geometry,29,2461
greatbooks,35,308
geometry,81,2365
european cinema,46,1057
european cinema,23,2897
geometry,35,1592
ai,7,2740
european cinema,38,244
geometry,82,2886
ceramics,55,707
ceramics,1,1235
geometry,87,2658
geometry,27,1106
systems,90,608
bio,25,87
geometry,77,297
systems,7,2221
systems,14,2473
bio,70,2558
greatbooks,33,1211
geometry,55,1875
ethics,75,1988
greatbooks,1,458
ethics,29,998
orgo,25,2774
ethics,75,1435
orgo,56,3026
european cinema,12,1460
bio,37,2676
ceramics,40,2482
softdev,77,114
ethics,91,1869
ethics,94,658
ceramics,1,3158
systems,65,3105
ceramics,2,272
softdev,20,1613
ai,95,2632
bio,99,2108
ai,77,1440
greatbooks,4,1937
systems,27,1523
european cinema,19,158
greatbooks,34,97
softdev,42,101
geometry,84,108
european cinema,26,3224
ethics,22,1888
systems,8,1894
systems,10,1340
orgo,44,1342
bio,34,635
ethics,53,1107
ethics,28,2998
systems,8,2291
ethics,37,132
bio,34,2194
bio,17,365
greatbooks,14,1878
geometry,27,2227
european cinema,11,397
geometry,23,803
bio,58,2918
ceramics,34,798
ai,37,3104
softdev,47,1516
softdev,55,421
geometry,39,989
ceramics,52,125
greatbooks,42,2844
european cinema,11,2754
softdev,21,711
greatbooks,5,1970
geometry,47,1002
ethics,58,1491
geometry,56,3158
softdev,74,624
systems,76,91
european cinema,4,2166
softdev,39,2003
bio,59,3068
greatbooks,70,2865
european cinema,28,3068
geometry,64,150
orgo,19,2762
geometry,71,2702
greatbooks,100,1023
orgo,52,2884
orgo,3,935
geometry,99,2945
ceramics,35,886
softdev,98,1730
ethics,19,2803
ethics,25,2431
bio,80,876
geometry,30,2219
greatbooks,11,2114
ethics,14,215
ai,22,634
ai,58,2032
softdev,68,677
softdev,54,1375
ethics,67,3231
european cinema,44,993
softdev,64,3096
ai,96,333
european cinema,76,860
european cinema,78,2365
greatbooks,73,1340
greatbooks,20,94
orgo,72,287
greatbooks,29,3225
ceramics,13,2287
bio,59,354
systems,68,508
ai,19,3177
european cinema,94,2602
geometry,85,629
ai,25,2897
bio,4,1573
softdev,10,360
greatbooks,11,1549
geometry,98,1644
systems,92,2843
ceramics,20,1712
ethics,9,443
orgo,69,2049
softdev,98,1728
greatbooks,66,745
orgo,22,2391
ethics,92,1876
geometry,95,1167
bio,43,250
ethics,76,3253
softdev,83,3023
geometry,32,529
ethics,97,983
ai,47,1833
ceramics,49,2220
european cinema,93,203
greatbooks,92,1807
ethics,48,2553
greatbooks,90,2829
greatbooks,95,3014
european cinema,66,1687
softdev,54,221
orgo,63,1460
greatbooks,24,1065
geometry,80,2453
bio,93,563
softdev,27,701
european cinema,79,1959
european cinema,68,1446
softdev,25,2977
european cinema,29,2008
ceramics,54,1475
geometry,20,3198
orgo,47,601
ceramics,35,1336
ethics,29,1157
bio,34,2201
ai,12,703
ai,56,1811
systems,18,403
systems,14,2060
bio,48,1274
orgo,57,1957
greatbooks,30,2745
geometry,62,2987
bio,85,1727
systems,87,1770
greatbooks,24,1860
softdev,26,1648
geometry,70,3015
bio,65,1527
orgo,64,3041
softdev,3,1213
orgo,30,1826
european cinema,30,671
systems,98,3285
bio,95,1044
softdev,80,1987
bio,100,3123
bio,13,2250
systems,59,3065
ceramics,37,2875
bio,35,1956
ethics,63,2056
ethics,42,787
geometry,71,32
geometry,75,155
geometry,88,1916
ceramics,6,3048
european cinema,64,736
ethics,91,2524
greatbooks,70,1732
geometry,54,2191
ethics,4,1272
ai,39,266
greatbooks,92,3207
systems,81,2962
orgo,47,2641
systems,53,1310
geometry,97,400
european cinema,5,1118
bio,15,1805
softdev,100,2083
ethics,8,2397
ai,9,1914
softdev,41,2199
ai,20,3221
ethics,6,3073
ceramics,77,1344
softdev,64,297
european cinema,52,3187
ai,48,2834
geometry,27,1811
ceramics,17,2487
ethics,20,862
greatbooks,57,3142
softdev,64,1695
orgo,90,974
ai,56,165
ai,60,2622
ethics,51,901
systems,42,958
softdev,32,3069
bio,43,407
softdev,63,2671
ethics,88,1795
systems,35,2002
greatbooks,62,2652
systems,1,178
ceramics,81,453
european cinema,90,2938
ai,27,2863
softdev,14,670
systems,12,1201
systems,26,1086
systems,79,1823
greatbooks,34,1595
greatbooks,14,2007
orgo,21,430
ethics,78,2866
geometry,85,1749
bio,2,2524
softdev,55,532
ceramics,24,2889
european cinema,4,1392
greatbooks,21,797
ceramics,26,1886
orgo,90,469
softdev,18,2802
bio,28,2801
greatbooks,77,307
greatbooks,100,1365
greatbooks,60,696
softdev,57,473
geometry,46,1203
greatbooks,47,2754
geometry,29,128
bio,38,2487
bio,49,1435
european cinema,78,2849
softdev,82,2782
ceramics,87,849
ai,6,578
systems,19,1483
softdev,50,1573
ceramics,98,1446
ai,76,2658
systems,40,643
orgo,47,331
ceramics,8,2844
ai,1,777
ceramics,83,2497
ai,40,2446
european cinema,24,1519
ethics,79,2142
bio,19,2296
softdev,14,1766
systems,15,910
european cinema,53,401
bio,32,1602
softdev,16,602
ceramics,53,430
ai,33,324
orgo,52,3174
ceramics,8,3124
greatbooks,79,542
ceramics,33,1445
softdev,18,3058
european cinema,48,2718
bio,14,2513
ai,98,3130
orgo,94,958
ai,38,2245
softdev,87,1349
orgo,11,3086
orgo,1,1142
ceramics,100,1101
european cinema,7,899
orgo,87,18
systems,73,1718
ai,7,2323
systems,86,1427
ai,51,2987
greatbooks,19,2382
systems,80,2853
geometry,100,2678
greatbooks,20,1858
systems,0,2762
systems,90,302
ethics,10,3132
geometry,3,1942
orgo,78,970
softdev,48,1384
bio,25,2521
systems,81,1254
greatbooks,9,420
ceramics,31,2238
european cinema,83,1745
softdev,64,876
orgo,3,2609
systems,48,177
geometry,81,693
ceramics,11,3217
bio,23,2779
ai,14,2775
ai,72,1706
ceramics,75,2962
european cinema,25,189
geometry,53,544
ceramics,6,1533
systems,68,3114
orgo,58,2014
ai,90,617
softdev,71,441
bio,58,2802
european cinema,79,1810
european cinema,9,557
ethics,88,3196
bio,61,1359
orgo,12,386
ai,78,987
orgo,5,171
ceramics,34,812
softdev,100,2846
ceramics,53,549
ceramics,99,1694
greatbooks,16,1339
european cinema,70,1315
greatbooks,11,385
european cinema,7,1018
european cinema,68,3261
ai,11,3182
ethics,61,1961
softdev,39,2675
ethics,83,1590
softdev,95,1466
systems,85,2209
greatbooks,4,2323
softdev,16,58
systems,76,1920
greatbooks,26,1128
geometry,81,2552
ethics,82,2302
european cinema,20,3218
orgo,77,2720
ceramics,27,2512
ceramics,24,1393
softdev,52,837
geometry,1,885
systems,46,1601
geometry,52,835
european cinema,60,787
ethics,67,1166
softdev,5,2803
softdev,97,1135
softdev,41,1590
orgo,71,647
greatbooks,16,2113
softdev,46,948
systems,44,1573
ethics,65,2198
ceramics,31,2044
ai,44,2036
greatbooks,48,2637
european cinema,20,642
geometry,27,1449
greatbooks,96,47
ethics,98,3247
ceramics,2,935
greatbooks,11,671
ai,85,1768
greatbooks,24,2115
geometry,38,2456
systems,88,1132
geometry,27,1198
geometry,92,480
european cinema,88,926
ai,46,1588
greatbooks,37,342
ai,69,3281
ceramics,61,950
orgo,27,2845
ceramics,84,2180
orgo,98,3099
ethics,37,2897
systems,68,2472
ceramics,46,2978
ethics,6,2150
orgo,59,1883
greatbooks,97,136
softdev,16,2257
ai,93,16
ai,26,450
orgo,84,2266
bio,28,1221
bio,98,508
softdev,92,2042
softdev,28,3195
softdev,87,1772
bio,70,738
ai,43,2670
orgo,21,2408
european cinema,51,2426
geometry,52,2380
systems,96,1119
ethics,62,3134
ethics,58,46
geometry,92,2808
softdev,70,3037
systems,93,1797
ethics,38,2765
softdev,70,1468
geometry,85,14
greatbooks,67,1867
european cinema,65,2509
european cinema,22,478
softdev,26,2355
european cinema,74,518
ai,65,1711
systems,33,41
softdev,45,1885
european cinema,44,1747
orgo,85,1617
orgo,20,505
geometry,43,1562
european cinema,11,1410
geometry,81,453
systems,100,1048
ethics,40,466
european cinema,33,1037
systems,22,2583
ceramics,97,3119
ai,12,1296
ceramics,45,3131
ethics,84,1248
softdev,25,1519
greatbooks,29,2474
ai,45,2958
ethics,29,2757
bio,7,865
softdev,89,2881
systems,78,1953
european cinema,84,2772
european cinema,1,58
bio,10,3113
greatbooks,97,1764
greatbooks,73,436
bio,58,611
ai,23,1074
ethics,93,2365
bio,13,1074
bio,4,1019
ceramics,40,1327
orgo,0,1000
geometry,94,2612
ai,65,2273
ai,87,2069
ceramics,56,59
geometry,9,330
softdev,85,145
greatbooks,93,365
ceramics,97,572
softdev,36,3041
european cinema,65,2869
ethics,91,110
orgo,68,240
systems,23,1893
ceramics,41,2812
european cinema,25,1312
orgo,81,1475
bio,48,1300
systems,50,2521
european cinema,50,2293
bio,93,1802
ai,31,1571
geometry,53,1415
ai,13,2821
greatbooks,11,2148
greatbooks,71,2055
greatbooks,82,1885
european cinema,62,1951
ethics,19,2386
bio,36,634
ai,96,1854
orgo,79,712
geometry,89,1681
softdev,89,3092
ai,80,785
ai,78,1112
european cinema,74,92
ceramics,76,1367
greatbooks,49,1729
orgo,8,1266
geometry,50,1256
european cinema,97,3086
greatbooks,77,1584
ceramics,85,554
softdev,63,495
greatbooks,61,978
systems,30,1103
softdev,51,2163
orgo,24,858
softdev,91,2793
orgo,55,1824
bio,0,1228
european cinema,48,2843
ethics,20,1213
ai,41,1687
ethics,9,1956
systems,7,488
systems,89,14
orgo,6,2667
systems,73,3214
softdev,85,318
systems,53,783
geometry,14,1131
european cinema,28,2955
softdev,30,2004
ai,20,427
ethics,92,1615
greatbooks,7,2217
ethics,6,3083
bio,46,2299
softdev,31,1283
bio,77,2694
bio,59,2947
greatbooks,73,271
bio,27,971
ethics,95,635
ethics,38,3048
softdev,33,3158
ai,5,1669
geometry,41,1711
geometry,0,973
ceramics,61,513
orgo,94,702
ceramics,15,2375
orgo,51,359
ceramics,31,1343
ethics,76,475
ceramics,23,1741
bio,83,2842
greatbooks,31,2752
european cinema,11,1168
greatbooks,30,2902
systems,89,818
softdev,8,2039
systems,60,962
softdev,45,1660
orgo,2,818
systems,91,2763
systems,82,549
softdev,18,1101
geometry,74,2895
systems,79,931
ethics,24,281
ai,87,1698
ceramics,30,1025
bio,41,3002
systems,31,1596
geometry,15,1698
ai,59,1554
geometry,51,281
greatbooks,92,2734
greatbooks,31,2330
softdev,57,2997
ai,92,476
european cinema,76,2636
orgo,91,102
european cinema,59,150
orgo,91,825
systems,2,2631
systems,100,1515
systems,66,1905
systems,89,2731
ai,71,981
ethics,64,1176
ethics,50,1161
softdev,90,2560
european cinema,10,10
bio,66,1706
european cinema,74,2867
orgo,39,2145
european cinema,9,2533
ethics,15,2343
geometry,33,2822
ceramics,62,254
geometry,4,2144
orgo,51,1035
european cinema,14,1239
softdev,100,3274
ethics,64,2005
softdev,78,1985
ethics,59,2361
bio,45,1705
european cinema,73,2586
ceramics,1,785
ethics,61,553
european cinema,68,1281
softdev,52,3103
softdev,68,737
greatbooks,77,3001
orgo,84,2866
european cinema,18,862
bio,38,3122
ethics,19,393
ethics,68,2463
ai,86,1750
systems,88,1509
softdev,59,1146
ceramics,33,3007
geometry,85,1307
bio,13,2230
ai,74,3090
ethics,70,1385
geometry,77,3197
ceramics,88,1672
european cinema,7,3176
orgo,35,1794
bio,64,1453
bio,83,1701
bio,76,1297
greatbooks,43,2794
orgo,3,1760
systems,12,928
softdev,89,1370
ceramics,55,3118
european cinema,49,1575
geometry,2,1734
ai,41,2707
bio,30,3245
softdev,39,3113
ai,87,378
systems,79,564
greatbooks,7,996
ceramics,90,1423
orgo,5,1176
softdev,22,1110
ai,27,2102
ai,9,2002
greatbooks,7,1786
geometry,27,193
european cinema,77,1159
geometry,86,2333
european cinema,24,1896
ethics,81,266
ai,83,17
softdev,74,1404
ethics,0,770
european cinema,21,43
orgo,18,795
systems,53,1678
bio,1,2553
geometry,40,507
bio,43,1426
geometry,55,1573
systems,0,1058
european cinema,4,2886
softdev,45,3121
ai,55,1862
european cinema,28,2682
systems,9,2243
ai,6,499
bio,19,669
ai,84,1871
greatbooks,54,817
ai,0,656
ai,72,3222
ceramics,57,1991
geometry,57,2215
softdev,91,1143
ethics,83,2735
systems,44,2487
softdev,94,2901
softdev,43,1427
greatbooks,34,2451
systems,20,2391
ai,7,2635
systems,46,2898
bio,76,923
softdev,12,2095
greatbooks,30,1369
greatbooks,18,2285
ethics,39,2447
systems,87,329
orgo,43,2511
ai,11,2089
european cinema,93,2855
softdev,76,694
softdev,90,689
systems,22,2204
bio,91,1070
ethics,52,2842
systems,44,2657
ethics,89,1525
bio,93,1380
european cinema,63,2344
systems,60,3136
ceramics,61,636
greatbooks,73,382
greatbooks,89,911
ethics,78,1657
softdev,74,3079
orgo,82,696
systems,60,1695
ethics,86,1478
ceramics,74,1413
systems,12,2153
geometry,20,1117
ceramics,11,2557
bio,22,3283
ceramics,9,2379
softdev,61,2804
greatbooks,49,2327
bio,43,2443
